cnt,seg,word
2,"['什', '么', '玩意', '，', '京东怎', '么', '会', '卖', '这样', '的', '商品', '，', '太', '让', '我', '意外', '了', '，', '对', '京东', '的', '看法', '也', '有些', '改变', '，', '刺鼻', '的', '味道', '洗', '了', '好几', '次', '都', '下', '不', '去', '，', '真是', '懒', '着', '退货', '了', '，', '很', '失望', '。']","['刺鼻', '失望', '']"
1,"['没', '效果', '，', '肯定', '是', '假', '的']","['假', '']"
2,"['经久耐用', '，', '价', '格', '实惠']","['经久耐用', '实惠', '']"
1,"['给', '妈妈', '用', '的', '，', '她', '说', '发热', '很', '厉害', '，', '有时', '会', '有', '听', '不', '到', '声音', '的', '现象', '。']","['厉害', '']"
2,"['买', '了', '两', '款', '，', '这', '款', '能用', '，', '但', '盖子', '蛮鸡肋', '，', '容易', '丢', '。']","['能用', '鸡肋', '容易', '']"
4,"['电视', '看', '起', '来', '质量', '一般', '，', '很轻', '，', '做工', '有点', '差', '，', '不', '知道', '为什', '么', '居然', '没有', '底座', '，', '还好', '我', '买', '了', '挂架', '！', '不', '然', '都', '没法用', '！']","['不然没法用', '很轻', '还好', '差', '一般', '']"
3,"['手件', '款式', '还好', '，', '就', '发', '烫', '厉害', '，', '一', '分', '钱', '一', '分', '货', '，', '用', '的', '还行', '。']","['厉害', '还好', '还行', '']"
2,"['打开', '一', '看', '吓', '了', '一', '跳', '，', '完全', '是', '漏', '了', '出', '来', '，', '周边', '包装纸', '都', '发霉', '了']","['漏', '发霉', '']"
3,"['我', '家', '小朋友', '特别', '喜欢', '，', '很', '漂亮', '适用']","['漂亮', '适用', '喜欢', '']"
1,"['是', '不错']","['不错', '']"
1,"['刚', '开始', '开乐', '视tv', '的', '时候', '，', '总是', '强制', '升级', '，', '给', '他们', '打电话', '解决', '不', '了', '，', '说', '让', '我', '退', '回去', '。', '最后', '还是', '老公懂', '，', '弄', '好', '的', '，', '客服', '白扯', '！']","['白扯', '']"
3,"['一般', '一般', '，', '世界', '之', '三', '。', '普通', '的', '东西', '，', '就', '是', '便宜']","['便宜', '一般', '普通', '']"
3,"['好', '，', '很厚', '，', '感觉', '冬天', '用', '暖和', '！']","['很厚', '暖和', '好', '']"
3,"['一', '句', '话', '概括', '（', '垃圾', '产品', '、', '垃圾', '客服', '、', '垃圾', '物流', '）', '请', '慎', '购', '！', '不', '要', '问', '我', '为什', '么', '！']","['垃圾', '垃圾', '垃圾', '']"
2,"['垃圾', '啊', '，', '抹', '了', '逗逗', '变', '多', '了', '，', '垃圾', '产品']","['垃圾', '垃圾', '']"
2,"['宝贝', '确实', '不错', '，', '和', '店', '家', '说', '的', '一样', '，', '反应', '很快', '，', '已经', '是', '第四', '部', 'hTc', '手机', '了']","['很快', '不错', '']"
2,"['洗', '脸', '很', '实用', '，', '我', '不公正', '，', '但是', '我', '就', '爱', '用', '它']","['不公正', '实用', '']"
0,"['样子', '挺', '好看', '，', '就', '是', '质量', '不', '怎', '么']","['挺好', '']"
2,"['东西', '不错', '，', '物流', '是', '真心', '的', '垃圾']","['不错', '垃圾', '']"
2,"['我', '妈', '用', '过', '以后', '感觉', '脸上', '像', '火烧', '的', '灼热感', '，', '完全', '不是正品', '，', '坑爹']","['不是正品', '坑爹', '']"
2,"['好', '！', '合适']","['合适', '好', '']"
1,"['非常', '清爽', '无', '负担', '。', '皮肤', '不', '耐', '受用', '了', '长小', '疹子', '。', '用', '了', '一', '段', '时间', '间隔', '着', '用', '基本', '耐受', '了', '。', '不要过量', '用', '不', '然', '疹子', '会', '暴长', '。', '会', '回购', '的', '！']","['无清爽', '长', '不要过量', '不然长', '']"
1,"['很好', '的', '商品', '，']","['很好', '']"
2,"['太', '坑', '了', '。', '说', '好', '有', '赠品', '。', '结果', '什', '么', '也', '没', '赠', '！', '这', '不是欺骗', '顾客', '吗', '！']","['坑', '不是欺骗', '']"
1,"['跟', '图片', '上', '的', '不', '一样', '，', '给', '差评', '。']","['差评', '']"
3,"['不错', '，', '屏幕', '很', '清晰', '，', '售后服务', '很好']","['清晰', '很好', '不错', '']"
0,"['糖果', '很', '好吃', '糖果', '很', '好吃']","['很好', '']"
1,"['太差', '了', '，', '待机', '一', '天', '都', '待', '不', '了']","['太差', '']"
0,"['高仿', '的', '，', '你们', '就', '不', '怕', '小米', '公司', '告', '你', '侵权', '啊', '啊']","['高', '']"
3,"['不错', '，', '手机', '很好', '用', '，', '运行', '快']","['不错', '快', '很好', '']"
1,"['给', '朋友', '代', '卖', '，', '他', '看中', '的', '，', '说', '不错', '！']","['不错', '']"
0,"['物流', '太慢']","['慢', '']"
5,"['恕', '我', '只能', '给', '两', '星', '，', '首先', '并', '不', '是', '京东', '配送', '，', '第二', '我', '问', '的', '是', '不', '是', '贵阳', '有', '仓库', '，', '然而', '并', '不', '是', '从', '贵阳', '发', '来', '的', '，', '而是', '从', '安徽', '，', '第三', '我', '收到', '洗衣机', '箱子', '外观', '脏兮兮', '的', '，', '索性', '洗衣机', '没事', '。', '第四', '安装', '服务', '可以', '再', '烂', '一点', '，', '随便', '拧', '一下', '就', '走', '了', '，', '结果', '水管', '爆', '开弄', '我们', '一', '身', '水', '，', '又', '重新', '买', '的', '水龙头', '。', '这', '两', '颗', '星', '是', '给', '洗衣机', '的', '，', '声音', '还', '能', '接受', '。']","['没事', '爆开', '可以', '烂', '脏兮兮', '随便', '']"
3,"['是', '原装', '正品机', '，', '开机', '后', '需要', '一项项', '激活', '。', ' ', '客服', '态度', '也', '很好', '，', '因为', '比较', '急需', '，', '所以', '不', '停问', '，', '客服', '也', '很', '耐心', '回答', '。', '今天', '也', '是', '最先', '送', '到', '我', '家', '，', '很', '满意', '@', '苏', '东华']","['很好', '耐心', '正品', '满意', '']"
2,"['不合适', '垃圾']","['不合适', '垃圾', '']"
3,"['已经', '安装', '好', '，', '看', '起', '来', '就', '不错', '，', '服务', '也好', '！', '一直', '都', '是', '用', '的', '美菱', '，', '支持', '美', '菱', '！']","['好', '不错', '也好', '']"
6,"['产品', '还行', '，', '就', '是', '快递', '过', '来', '时', '包装', '烂', '了', '，', '发现', '掉', '了', '两', '件', '送', '的', '配件', '，', '金额', '很小', '，', '但', '希望', '后续', '不', '要', '发生', '这', '类', '情况', '，', '也', '是', '可以', '的', '理解', '快', '递哥', '的', '辛苦', '。']","['辛苦', '烂', '很小', '可以', '还行', '理解', '']"
0,"['没', '什', '么', '实用', '价', '值', '，', '不', '值得', '买', '。']","['不值', '']"
2,"['第一', '次', '用', '来', '洗', '眼镜', '，', '还行', '，', '但', '有些', '油渍', '不', '知怎', '么', '老', '是', '洗', '不', '掉', '，', '不', '知', '是', '眼镜', '上', '的', '那', '层膜', '，', '还是', '油渍', '！', '如', '是', '那', '层', '膜', '那', '就', '洗', '得', '很', '干净', '，', '如', '不', '是', '那', '就', '是', '洗', '不干净', '！']","['很干', '干净', '还行', '']"
9,"['最', '糟糕', '的', '一', '次', '，', '京', '东', '真', '让', '人', '失望', '?', '用', '一个', '很薄', '的', '单子', '套', '着', '，', '上面', '连', '京东', '的', '标识', '都', '没有', '，', '配送', '信息', '竟然', '也', '没有', '，', '派送员', '告诉', '我', '他', '撕掉', '了', '，', '我', '总', '要', '知道', '我', '的', '货', '是', '从', '哪', '发', '过', '来', '的', '吧', '或者', '说', '我', '总', '要', '知道', '这个', '货', '是', '寄', '给', '我', '的', '吧', '？', '我', '是', '去', '京东派', '送', '点', '自', '<', 'b', 'r', '/', '>', '取', '的', '，', '当', '我', '向', '京东派', '送员', '质疑', '要求', '拒绝', '签收', '时', '，', '派', '送', '站', '又', '出', '来', '一个', '很牛', '的', '派送员', '语气', '很', '强硬', '冷嘲热讽', '的', '告诉', '我', '京东', '的', '货', '都', '是', '这样', '，', '不', '能', '拒签', '，', '我', '要', '打', '客户', '投诉', '，', '他', '说', '投诉', '没用', '，', '让', '我', '申请', '售', '后', '。', '。', '。', '直接', '无语', '，', '算', '了', '。', '。', '我', '说', '我', '签收', '只能', '给', '差评', '了', '，', '懒得', '来', '回', '退换', '货', '了', '。', '。', '。', '派', '送', '牛人', '竟然', '告诉', '我', '给', '差评', '也', '没用', '。', '。', '。', '还', '告诉', '我', '你', '可以', '给', '京东', '差评', '，', '不', '能', '给', '派送员', '差评', '。', '。', '。', '。', '请问', '京东', '确实', '现在', '这样', '了', '吗', '？']","['差评', '差评', '失望', '很薄', '无语', '可以', '差评', '糟糕', '牛人', '']"
1,"['用', '了', '几', '天', '才', '来', '评', '价', '，', '确实', '不错', '！']","['不错', '']"
1,"['现在', '看', '着', '可以', ' ', '用', '一', '段', '时间', '在', '评论']","['可以', '']"
1,"['给', '朋友', '那个', '，', '家', '里', '现在', '用', '的', '65', '的', '，', '很', '满意', '&', 'hellip', ';', '&', 'hellip', ';']","['满意', '']"
1,"['没有', '充', '电头', '和', '线', '，', '需要', '自己', '自备', '，', '网站', '上', '也', '没有', '说明', '，', '自己', '没有', '的', '话', '买', '回', '来', '还', '需要', '再', '重新', '买', '充电', '接头', '，', '很', '不方便', '。']","['不方便', '']"
2,"['拆开', '快递', '查看', '，', '打开', '笔帽', '，', '带', '出', '很多', '墨水', '，', '新', '买', '的', '衣服', '就', '这', '么', '报废', '了', '！']","['很多', '报废', '']"
3,"['都', '怪', '我', '没', '货比三家', '，', '这', '款', '买', '贵', '了', '，', '贵', '了', '很多', '。', '而且', '这', '款', '唇膏', '有', '我', '不喜欢', '的', '味道', '。', '到', '现在', '还', '搁', '着', '用', '不', '掉', '。']","['不喜欢', '很多', '贵', '']"
3,"['只是', '在', '开电', '的', '那', '一刻', '闪', '了', '一下', '，', '其余', '时候', '都', '不亮', '，', '用尽', '了', '所有', '办法', '也', '不行', '，', '只好', '再', '浪费', '本人', '200', '大洋', '重新', '买', '，', '咨询', '客服', '也', '不', '回', '，', '而且', '长期', '不', '在', '线', '。', '竭力', '建议', '不', '再', '购买', '！']","['浪费', '不行', '不亮', '']"
2,"['京东', '物流', '大不如前', ' ', '神', '一样', '的', '速度', ' ', '打电话', '想', '自取', '各种', '问', '客服', '也', '问', '不', '到', '投递点', '的', '位置', ' ', '非常', '非常', '非常', '慢']","['大不如前', '慢', '']"
2,"['不', '像', '正', '品哦', '，', '这', '喷嘴', '错位', '的', '也', '太', '过分', '了', '吧', '，', '一', '按', '香水', '漏', '满', '手']","['漏', '过分', '不正品', '']"
4,"['买', '了', '送', '老妈', '的', '，', '可是', '她', '一直', '用', '店', '里', '买', '的', '，', '那', '当然', '是', '真', '的', '喽', '。', '于是', '乎', '老妈', '告诉', '我', '：', '1', '颜色', '不对', ' ', '2', '味道', '不对', ' ', '3', '太稀', '了', '。', '。', '。', '。', '。', '综上所述', ' ', '假', '的', '吧', '。', '。', '。', '。', '。', '。']","['不对', '假', '太稀', '不对', '']"
2,"['暂时', '没用', '，', '不', '过闻', '起', '来', '味道', '不错', '。', '就是', '包装', '有点', '陈旧', '。']","['陈旧', '不错', '']"
6,"['质量', '很好', '，', '软度', '适中', '，', '做工', '很好', '，', '没有', '味道', '，', '卖', '家', '包装', '的', '很好', '，', '发货', '快', '，', '好评']","['快', '很好', '很好', '适中', '很好', '好评', '']"
2,"['他', '说', '刚', '开始', '用', '的', '时候', '效果', '还', '不错', ' ', '后', '来', '就', '觉得', '没有', '那', '么', '好', '的', '效果', '了', ' ', '还', '是', '会', '很干']","['不错', '很干', '']"
2,"['鞋底', '有', '点', '硬', '了', '，', '还有', '感觉', '这', '对', '鞋', '的', '39', '码', '比', '我', '之前', '穿', '着', '的', '39', '码', '的', '鞋', '长', '了', '点']","['硬', '长', '']"
2,"['手感', '不错', '，', '就', '是', '两边', '太', '厚', '了', '，', '装', '上', '后', '按', '键', '都', '碰', '不', '到']","['不错', '厚', '']"
0,"['试用', '了', '两', '天', '才', '来', '评', '价', '&', 'hellip', ';', '总', '觉得', '这', '款', '空调', '还是', '太', '费', '电', '了', '！', '变', '频', '这块', '吧', '，', '我', '还', '没有', '看出', '来', '有', '多', '节省', '&', 'hellip', ';']","['没有节省', '']"
2,"['容易', '起', '球', '，', '线头', '客易', '裂缝']","['裂缝', '容易', '']"
2,"['老人', '家', '使用', '尺寸', '刚好', '，', '京', '东', '物流', '很快']","['很快', '刚好', '']"
0,"['去屑一', '般', '般', '，', '没有', '想象', 'd', 'e', '好', '。']","['一般般', '没有好', '']"
4,"['不错', '，', '实物', '比', '图片', '好看', '，', '运用', '流畅', '，', '电池', '上网', '一', '天', '没', '问题', '。', '快递', '服务', '很好', '，', '当场', '验货', 'OK', '后', '才', '走', '。']","['很好', 'ok', '不错', '流畅', '好看', '']"
2,"['搞', '活动', '，', '买', '回', '来', '屯', '着', '的', '，', '但是', '有', '一个', '特别', '不爽', '的', '地方', '，', '就是', '给', '我', '的', '发票', '是', '撕坏', '了', '的', '，', '有', '一部分', '背面', '给', '贴', '好', '了', '，', '但是', '左下角', '却', '是', '缺', '了', '一', '角', '，', '非常', '让', '我', '失望', '。', '请问', '下缺', '了', '大写', '金额', '的', '发票', '怎', '么', '报', '？', '？', '？', '太', '没', '责任心', '了', '一点']","['不爽', '失望', '']"
6,"['活动', '时', '买', '的', '，', '以为', '是', '京东', '的', '，', '结果', '是', '酒厂', '自营', '，', '物流', '奇慢', '，', '不是一般', '的', '慢', '。', '而且', '还', '是', '分', '开发', '货', '，', '和', '厂', '家', '联系', '总是', '推脱', '。', '不足', '300', '公里', '，', '走', '了', '一', '周', '。', '气', '死', '人', '了', '，', '好', '在', '酒', '没', '洒', '，', '就', '是', '盒子', '坏', '了', '，', '物流', '也', '够', '野蛮', '的', '了', '。']","['慢', '坏', '野蛮', '推脱', '不足', '不是一般', '']"
2,"['第一', '次', '邮', '过', '来', '是', '坏', '的', '，', '店', '里', '的', '客服', '人员', '及', '个别', '人', '，', '说话', '不', '好听', '，', '建议', '换', '个人', '，', '服务', '态度', '差', '，', '全峰', '快递', '太慢']","['慢', '坏', '差', '不好', '']"
3,"['罗', '技', '鼠标', '没得说', '，', '唯一', '一点', '缺陷', '，', '前端', '坡度', '有', '点', '大', '，', '手', '大', '的', '人', '按', '上去', '稍微', '有', '点', '不舒服', '。', ' ', '纯属', '个人', '感觉', '。', ' ', '总体', '鼠标', '不错']","['不舒服', '没得说', '不错', '']"
1,"['东西', '还', '不错', '。', '快递', '太慢', '了', '。', '以后', '会', '选', '京', '东', '自', '营', '的', '商品', '，', '可', '当日', '送达', '。', '时间', '搭', '不', '起哦']","['不错', '慢', '']"
2,"['还可以', '吧', '，', '比较', '清爽', '。']","['清爽', '还可以', '']"
1,"['便是', '很便', '，', '但', '跟', '我', '在', '门面', '买', '的', '一', '台', '，', '相差', '100', '元', '，', '比', '这个', '重', '了', '一', '倍', '多']","['重', '']"
6,"['一般', '吧', '，', '卷发', '效果', '挺好', '的', '基本', '能', '保持', '一', '天', '，', '比较', '小巧', '操作', '起', '来', '很', '方便', '，', '适合', '初', '学者', '和', '发量', '少', '的', '，', '方便携带', '存放', '，', '温度', '不', '能', '调节', '，', '经常', '用', '的', '话', '有', '些', '伤', '发质', '，', '接口', '缝隙', '太', '大', '，', '不', '注意', '就', '会', '卡', '头发', '，', '总体', '一般般', '。']","['较小', '适合', '方便', '一般', '一般般', '挺好', '方便携带', '']"
3,"['物流', '速度', '挺快', '，', '还', '没', '用', '，', '看', '包装', '还', '不错', '，', '应该', '还好', '吧']","['挺快', '不错', '还好', '']"
1,"['。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '。', '好']","['好', '']"
1,['没什么不好'],"['没什么不好', '']"
6,"['给', '妈妈', '买', '的', '，', '妈妈', '很', '满意', '，', '因为', '觉得', '这', '款', '冷冻', '空间', '比较', '大', '就', '买', '了', '，', '我', '喜欢', '这种', '金色', '的', '表面', '，', '不喜欢', '灰色', '的', '，', '很', '高大上', '的', '感觉', '啊', '，', '强烈', '推荐', '，', '主要', '是', '价', '格', '也', '不贵', '，', '性', '价', '比', '很高', '的', '一', '款', '，', '风冷无霜', '。']","['不贵', '很高', '不喜欢', '很高', '满意', '喜欢', '']"
2,"['被子', '一般般', '，', '第一', '次', '收到', '有', '裂纹', '，', '第二', '次', '依然', '有', '裂纹']","['裂纹', '一般般', '']"
4,"['电视', '清晰', '，', '质量', '好', '还', '薄', '！', '店', '家', '服务', '也', '很好', '！']","['薄', '清晰', '很好', '好', '']"
2,"['给', '母亲', '买', '的', '。', '不错', '，', '运行', '流畅', '，', '电池', '容量', '大']","['不错', '流畅', '']"
2,"['质量', '杠杠的', '，', '没', '问题', '，', '喜欢']","['杠杠的', '喜欢', '']"
1,"['一般般', '一般般', '一般般', '一般般']","['一般般', '']"
0,"['电视', '买', '了', '没有', '几', '个', '小时', '就', '掉价', '500', '也', '太', '黑', '了', '吧']","['没有掉价', '']"
4,"['留', '香', '巨', '短', '无比', '，', '一', '小时', '基本上', '就', '没', '香味', '了', '，', '看', '别人', '的', '评论', '有', '的', '人', '反映', '留', '香', '挺长', '，', '这种', '差异化', '评论', '只', '能', '有', '两', '种', '解释', '，', '要', '么', '有', '水军', '，', '要', '么', '就', '是', '香水', '的', '真伪', '有问题', '！', '失望', '失望']","['挺长', '有问题', '短', '失望', '']"
7,"['机子', '机身', '挺重', '的', '，', '颜色', '看', '过去', '也', '很', '上档次', '，', '榨', '了', '苹果', '雪梨汁', '，', '出', '汁快', '，', '而且', '渣', '很干', '，', '用', '手捏', '，', '捏', '不', '出', '水分', '的', '，', '榨', '出', '的', '果汁', '口感', '也', '很好', '，', '汁渣', '分离', '，', '确实', '是', '一', '款', '不错', '的', '榨汁机', '，', '榨', '出', '的', '果汁', '儿子', '很', '喜欢', '喝', '，', '再', '也', '不', '用', '担心', '看到', '儿子', '拿', '着', '一', '小', '片', '苹果', '吃', '个', '十', '分钟', '的', '样子', '了', '?', '?', '?']","['挺重', '渣', '很干', '很好', '不错', '快', '喜欢', '上档次', '']"
2,"['很', '不错', '，', '物美价廉']","['物美价廉', '不错', '']"
1,"['包装', '太', '垃圾', '！', '京', '东', '再', '这样', '迟早', '要', '关门', '！']","['垃圾', '']"
1,"['不好', '效果', '骗子', '骗子']","['不好', '']"
3,"['#', '极速', '性能', '#', '极速', '双', '摄', '#', ' ', '我', '希望', '京', '东', '可以', '改', '电话', '号码', '。', '下单', '以后', '。', '。']","['极速', '极速', '可以', '']"
1,"['东西', '不错', '，', '挺', '好吃', '的', '，', '就', '是', '快递', '太慢', '了', '！', '太慢', '了', '！', '太慢', '了', '！', '！', '！']","['不错', '慢', '挺好', '慢', '']"
2,"['好', '，', '很好', '，', '特别', '好', '，', '非常', '的', '好']","['很好', '好', '']"
1,"['非常', '棒', '。', '?', '?']","['棒', '']"
3,"['电视', '挺好', '的', '，', '清晰度', '高', '，', '非常', '喜欢']","['高', '喜欢', '挺好', '']"
3,"['电视', '挺好', '，', '负责', '态度', '很好']","['很好', '挺好', '负责', '']"
1,"['感觉', '不滋润', '~', '~', '~', '~', '~', '~']","['不滋润', '']"
1,"['这', '款', '面膜', '陆续', '用', '了', '一', '年', '，', '这', '回', '用', '完', '了', '所以', '再', '来', '买', '，', '感觉', '没有', '美白', '效果', '比较', '差', '，', '嫩肤', '效果', '还是', '有', '的', '，', '就', '是', '特别', '难', '洗', '，', '废水', '，', '想', '用', '这', '款', '急速', '白', '，', '我', '感觉', '是', '不', '现实', '的', '，', '还是', '慢慢', '来', '吧']","['差', '']"
2,"[' ', '什', '么', '*', '*', '*', '服务', '态度', '问怎', '么', '解决', '不', '给', '回复', ' ', '手机', '买', '的', '5', '寸', ' ', '回', '来', '是', '4', '.', '7', '寸', ' ', '两三', '天', '不', '回复', ' ', '差评', ' ', '最好', '别', '买', '这', '家', '东西', '。', ' ']","['最好', '差评', '']"
1,"['集味', '家', '园', ' ', '锦福包', '礼盒', '，', '有', '多种', '口味', '，', '不错']","['不错', '']"
1,"['还行', '，', '有', '点', '紧']","['还行', '']"
4,"['包装', '高大上', '，', '非常', '适合', '送礼', '，', '虫草', '个头', '饱满', '，', '颜色', '均匀', '，', '有', '需要', '会', '再', '来', '。']","['适合', '高大上', '均匀', '饱满', '']"
1,"['不', '知道', '是', '怎', '么', '回', '事', '过敏', '了']","['过敏', '']"
4,"['第一', '次', '不满', '瓶', '，', '有点', '失望', '，', '这', '次', '可以', '。', '效果', '不错', '，', '一直', '用', '沙宣', '产品']","['不错', '不满', '可以', '失望', '']"
0,"['不', '是', '想象', '中', '的', '那', '么', '好', '，', '学', '不', '了', '多少', '东西', '！', '但是', '值', '这个', '价']","['不是好', '']"
1,"['白', '头发', '居然', '覆盖', '效果', '很差', '。']","['很差', '']"
1,"['质量', '很好', '，', '而且', '19', '元', '的', '东东', '也', '是', '免邮', '的', '，', '嘿嘿', '，', '包装', '很', '不', '错哦', '…', '…']","['不错', '很好', '']"
2,"['挺好', '的', '，', '看', '着', '漂亮']","['挺好', '漂亮', '']"
1,"['还可以', '吧', '，', '就是', '有点', '小', '，', '没有', '说明书']","['还可以', '']"
1,"['拿', '到', '快递', '打开', '就', '烂', '的']","['烂', '']"
12,"['在', '卓越', '买', '了', '几', '年', '的', '东西', '，', '都', '挺', '满意', '，', '但', '这', '次', '太', '失望', '了', '，', '面霜', '瓶子', '上面', '的', '字迹', '与', '专柜', '购买', '的', '相比', '很', '粗糙', '，', '摸', '上去', '没有', '凹凸感', '，', '而且', '一同', '购买', '的', '活', '能', '水瓶', '盖', '没有', '封条', '，', '面霜', '的', '颜色', '比', '正品', '要', '浅', '，', '味道', '要', '淡', '，', '而且', '没有', '那', '么', '稠', '，', '一直', '在', '用', '这个', '面霜', '，', '这次', '一', '用', '就', '发现', '是', '假货', '，', '打', '客服', '电话', '询问', '，', '告知', '化妆品', '不', '能', '退换', '，', '假货', '得到', '专柜', '开具', '证明', '，', '这', '叫', '什', '么', '霸王', '条款', '，', '卓越', '你', '太', '让', '你们', '的', '老顾客', '失望', '了', '，', '卖', '假货', '，', '还', '不', '给', '退换', '，', '我', '会', '把', '这', '次', '糟糕', '的', '购物', '经历', '传达', '给', '我', '认识', '的', '每', '一个', '人', '，', '直到', '问题', '解决', '。']","['正品', '假货', '卓越', '浅', '卓越', '老顾客', '淡', '粗糙', '假货', '满意', '失望', '糟糕', '']"
1,"['现在', '用', '着', '还可以', '看', '以后']","['还可以', '']"
2,"['羽毛球', '真', '的', '是', '好', '差劲', '，', '就', '跟', '用', '过', '一样', '。', '一', '打开', '羽毛', '都', '是', '散', '了', '的', '。', '总而言之', '送', '的', '东西', '很', '差劲', '。']","['差劲', '好', '很差', '']"
4,"['电池', '续航', '时间', '长', '，', '像素', '很好', '，', '还可以', '分期付款', '，', '挺好', '的', '手机', '！']","['长', '还可以', '挺好', '很好', '']"
2,"['挺', '好用', '的', '，', '补', '水', '效果', '好', '，', '精华液', '充实']","['充实', '挺好', '好', '']"
4,"['老', '品牌', '值得', '信赖', '，', '洗', '了', '几', '次', '衣服', '，', '感觉', '挺好', '的', '。', '安装', '也', '及时']","['值得', '及时', '信赖', '挺好', '']"
3,"[' ', '画质', '清晰', '，', '反应', '灵敏', '。', '好评', '[', '追', '评', ']']","['灵敏', '清晰', '好评', '']"
2,"['打开', '里面', '居然', '挖', '了', '一个', '大', '洞', '，', '难道', '有人', '用', '过', '？', '作为', '亚马逊', '的', '忠实', '用户', '，', '我', '表示', '很', '失望', '，', '以后', '会', '尽量', '少', '来']","['忠实', '失望', '']"
1,"['老牌子', '了', '，', '看', '着', '不错', '。', '用', '用', '看', '再', '来', '评论', '。']","['不错', '']"
5,"['冷藏柜', '收到', '了', '，', '质量', '很好', '制冷', '效果', '非常', '好', '，', '没有', '噪音', '空间', '比较', '大', '可以', '放', '很多', '物品', '，', '又', '不', '耗电', '，', '款式', '也', '很', '不错', '，', '非常', '满意', '的', '一', '次', '网']","['很好', '不错', '很多', '满意', '好', '']"
5,"['很', '满意', '的', '一', '次', '购物', '，', '安排', '的', '安装', '师傅', '技术', '很好', '，', '细致', '到位', '，', '安装', '后', '试用', '了', '一下', '，', '静音', '效果', '好', '。']","['细致', '满意', '好', '到位', '很好', '']"
1,"['纸', '尿裤', '一点', '都', '不好', '，', '多', '了', '我', '也', '不', '想', '说', '大', '家', '看', '照片', '吧', '！']","['不好', '']"
2,"['满意', ' ', '用', '起', '效果', '很好']","['满意', '很好', '']"
2,"['非常', '好用', '，', '速度', '快']","['快', '好用', '']"
1,"['包装', '坏', '了', '，', '急', '着', '用', '的', '！', '太气人', '了', '！']","['坏', '气人', '']"
1,"['头', '太', '大', '，', '老人', '放', '不', '不', '了', '在', '上面', '，', '建议', '以后', '设计', '按摩', '头小点', '，', '更', '适合']","['适合', '']"
2,"['满意', ' ', '好评', ' ', '支持', '京', '东']","['满意', '好评', '']"
0,"['蓝', '牙', '与', '手机', '联', '不', '上', '不给力']","['给力', '']"
1,"['是', '新机', ' ', '配送', '稍慢']","['稍慢', '']"
1,"['四周', '不贴合']","['不贴合', '']"
2,"['第一', '次', '用', '，', '不', '知道', '好', '不好用', '，', '待', '会', '揭晓', '?', '?']","['不好用', '好', '']"
1,"['货', '到', '了', '，', '不', '知道', '有', '没有用', '！', '药', '太', '大', '了', '差点', '，', '从小', '就', '怕', '吃', '药', '看见', '这', '么', '大', '的', '药', '有点', '晕', '了', '！', '等', '有效', '了', '在', '追', '了', '评分']","['有效', '']"
2,"['用', '了', '几', '天', '才', '来', '评', '价', '，', '手机', '很快', '，', '相机', '什', '么', '的', '我', '用', '的', '少', '也', '不', '懂', '，', '电池', '挺好', '的', '，', '一', '天', '完全', '没', '问题']","['挺好', '很快', '']"
1,"['塑料', '味', '太重', '，', '烧', '了', '几', '次', '开水', '了', '味', '还是', '好重']","['太重', '重', '好', '']"
1,"['用', '了', '几', '个', '月', '了', '挺', '不错', '的', '。', '。', '。', '。']","['不错', '']"
1,"['用', '两', '次', '后', '产生', '头皮屑', '，', '伤心']","['伤心', '']"
1,"['这', '就', '是', '袜子', '，', '太差', '了', '，', '不', '会', '在', '买', '，', '和', '一次性', '的', '没', '区别']","['次', '太差', '']"
2,"['太', '轻', '了', ' ', '声音', '小', ' ', '屏幕', '保护', '膜', '都', '没有', ' ', '很', '失望', ' ']","['轻', '失望', '']"
1,"['哎', '不怎样']","['不怎样', '']"
4,"['挺好', '的', '，', '很', '漂亮', '，', '大气', '，', '客服', '服务', '态度', '好']","['漂亮', '大气', '挺好', '好', '']"
3,"['第一', '次', '买', '这', '款', '，', '感觉', '还行', '，', '经济', '实惠']","['经济', '还行', '实惠', '']"
1,"['有点', '发黄', '，', '生锈', '&', 'hellip', ';', '&', 'hellip', ';']","['发黄', '']"
